id,German,Article,Plural,English,CEFR,WordType,VocabularyQuizEligible,ArticleQuizEligible,ProblemFlag,ProblemType,SourcePage,RawEntry,Notes
b1_1335,Junge,der,-n (D),,B1,noun,yes,yes,yes,regional_variant,53,"der Junge, -n (D) →A, CH:",regional_variant_or_reference
b1_1337,Kalender notiert.,,,,B1,phrase,yes,no,yes,multi_word_expression,53,Kalender notiert.,
b1_1338,Ich muss erst in meinem Terminkalen-,,,,B1,phrase,yes,no,yes,multi_word_expression,53,Ich muss erst in meinem Terminkalen-,
b1_1349,Kenntnisse,die,,,B1,noun,yes,yes,yes,multi_word_expression,54,die Kenntnisse (Pl.),
b1_1362,Karneval,der,-s/-e (D),,B1,noun,yes,yes,yes,regional_variant,54,"der Karneval, -s/-e (D) →",regional_variant_or_reference
b1_1364,Karotte,die,-n,,B1,noun,yes,yes,yes,regional_variant,54,"die Karotte, -n →D:",regional_variant_or_reference
b1_1365,Möhre; CH: Rüebli,,,,B1,phrase,yes,no,yes,multi_word_expression,54,Möhre; CH: Rüebli,
b1_1370,Kartoffel,die,-n,,B1,noun,yes,yes,yes,regional_variant,54,"die Kartoffel, -n →A: Er-",regional_variant_or_reference
b1_1375,Kasten,der,¨- (D),,B1,noun,yes,yes,yes,regional_variant,54,"der Kasten, ¨- (D) →Kiste",regional_variant_or_reference
b1_1384,Kloß,der,¨-e (D),,B1,noun,yes,yes,yes,regional_variant,55,"der Kloß, ¨-e (D) →D, A:",regional_variant_or_reference
b1_1391,Knödel,der,"- (D, A)",,B1,noun,yes,yes,yes,regional_variant,55,"der Knödel, - (D, A) →D:",regional_variant_or_reference
b1_1400,Kiste,die,"-n (A, D)",,B1,noun,yes,yes,yes,regional_variant,55,"die Kiste, -n (A, D) →D:",regional_variant_or_reference
b1_1428,sich konzentrieren,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,56,"sich konzentrieren,",reflexive
b1_1437,Korridor,der,"-e (D, CH)",,B1,noun,yes,yes,yes,regional_variant,56,"der Korridor, -e (D, CH) →",regional_variant_or_reference
b1_1438,Gang; D: Flur,,,,B1,phrase,yes,no,yes,multi_word_expression,56,Gang; D: Flur,
b1_1459,Kriminal-,,,,B1,word_part,review,no,no,,57,Kriminal-,word_part_or_prefix
b1_1473,Kosten,die,,,B1,noun,yes,yes,yes,multi_word_expression,57,die Kosten (Pl.),
b1_1493,Kuvert,das,-s (A),,B1,noun,yes,yes,yes,regional_variant,58,"das Kuvert, -s (A) →der",regional_variant_or_reference
b1_1494,Briefumschlag; CH: Cou-,,,,B1,phrase,yes,no,yes,multi_word_expression,58,Briefumschlag; CH: Cou-,
b1_1508,sich kümmern,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,58,"sich kümmern, kümmert",reflexive
b1_1533,Lebensmittel,die,,,B1,noun,yes,yes,yes,multi_word_expression,59,die Lebensmittel (Pl.),
b1_1547,sich langweilen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,59,"sich langweilen, langweilt,",reflexive
b1_1557,letzt-,,,,B1,word_part,review,no,no,,60,letzt-,word_part_or_prefix
b1_1558,Leute,die,,,B1,noun,yes,yes,yes,multi_word_expression,60,die Leute (Pl.),
b1_1564,Lieblings-,,,,B1,word_part,review,no,no,,60,Lieblings-,word_part_or_prefix
b1_1573,leid tun,,,,B1,phrase,yes,no,yes,multi_word_expression,60,"leid tun, tut leid, tat leid,",
b1_1586,so nichts sehen.,,,,B1,phrase,yes,no,yes,multi_word_expression,60,so nichts sehen.,
b1_1587,Licht,das,,light,B1,noun,yes,yes,yes,multi_word_expression,60,das Licht an?,"display cleaned: Removed question fragment: ""an?"""
b1_1601,Lift,der,-e,,B1,noun,yes,yes,yes,regional_variant,61,"der Lift, -e →D, A: Aufzug",regional_variant_or_reference
b1_1605,link-,,,,B1,word_part,review,no,no,,61,link-,word_part_or_prefix
b1_1614,sich lohnen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,61,"sich lohnen, lohnt sich,",reflexive
b1_1616,los/los-,,,,B1,word_part,review,no,yes,multiple_forms,61,los/los-,word_part_or_prefix
b1_1617,losfahren,,,,B1,verb,yes,no,yes,separable_verb,61,"losfahren, fährt los,",
b1_1623,Matura,die,CH),,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,62,"die Matura (A, CH) →D:",regional_variant_or_reference
b1_1629,Medien,die,,,B1,noun,yes,yes,yes,multi_word_expression,62,die Medien (Pl.),
b1_1634,mehr (siehe auch viel),,,,B1,phrase,yes,no,yes,multi_word_expression,62,mehr (siehe auch viel),
b1_1645,manch-,,,,B1,word_part,review,no,no,,62,manch-,word_part_or_prefix
b1_1655,Marille,die,-n (A),,B1,noun,yes,yes,yes,regional_variant,62,"die Marille, -n (A) →D, CH:",regional_variant_or_reference
b1_1660,Prüfung,die,,exam,B1,noun,yes,yes,yes,multi_word_expression,62,der letzten Prüfung.,display cleaned: Removed adjective/trailing period and corrected article from inflected source phrase.
b1_1666,Metzger,der,-,,B1,noun,yes,yes,yes,regional_variant,63,"der Metzger, - →A: Fleis-",regional_variant_or_reference
b1_1682,miss-,,,,B1,word_part,review,no,no,,63,miss-,word_part_or_prefix
b1_1685,meist-,,,,B1,word_part,review,no,no,,63,"meist-, die meisten",word_part_or_prefix
b1_1706,Möhre,die,-n (D),,B1,noun,yes,yes,yes,regional_variant,64,"die Möhre, -n (D) →",regional_variant_or_reference
b1_1707,Karotte; CH: Rüebli,,,,B1,phrase,yes,no,yes,multi_word_expression,64,Karotte; CH: Rüebli,
b1_1723,mitteilen,,,,B1,verb,yes,no,yes,separable_verb,64,"mitteilen, teilt mit,",
b1_1726,mittler-,,,,B1,word_part,review,no,no,,64,mittler-,word_part_or_prefix
b1_1731,mobil/mobil-,,,,B1,word_part,review,no,yes,multiple_forms,64,mobil/mobil-,word_part_or_prefix
b1_1734,Sie wollen ans Meer? Da gibt es,,,,B1,phrase,yes,no,yes,multi_word_expression,64,Sie wollen ans Meer? Da gibt es,
b1_1736,nachdenken,,,,B1,verb,yes,no,yes,separable_verb,65,"nachdenken, denkt nach,",
b1_1743,nächst-,,,,B1,word_part,review,no,no,,65,nächst-,word_part_or_prefix
b1_1751,sich nähern,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,65,"sich nähern, nähert sich,",reflexive
b1_1762,Müsli,das,-,,B1,noun,yes,yes,yes,multiple_forms,65,"das Müesli/Müsli, -",
b1_1770,Nach dem Essen gab es noch eine,,,,B1,phrase,yes,no,yes,multi_word_expression,65,Nach dem Essen gab es noch eine,
b1_1793,national/national-,,,,B1,word_part,review,no,yes,multiple_forms,66,national/national-,word_part_or_prefix
b1_1824,noch mal,,,,B1,phrase,yes,no,yes,multi_word_expression,67,noch mal,
b1_1828,Not-,,,,B1,word_part,review,no,no,,67,Not-,word_part_or_prefix
b1_1833,oft/öfter,,,,B1,adjective/adverb/other,yes,no,yes,multiple_forms,68,oft/öfter,
b1_1836,Öko- (ökologisch),,,,B1,phrase,yes,no,yes,multi_word_expression,68,Öko- (ökologisch),
b1_1850,ober-,,,,B1,word_part,review,no,no,,68,ober-,word_part_or_prefix
b1_1851,Ober,der,"- (D, A)",,B1,noun,yes,yes,yes,regional_variant,68,"der Ober, - (D, A) →",regional_variant_or_reference
b1_1854,Obst,das,A),,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,68,"das Obst (D, A) →CH:",regional_variant_or_reference
b1_1868,Paradeiser,der,- (A),,B1,noun,yes,yes,yes,regional_variant,69,"der Paradeiser, - (A) →To-",regional_variant_or_reference
b1_1884,Ordination,die,-en (A),,B1,noun,yes,yes,yes,regional_variant,69,"die Ordination, -en (A) →",regional_variant_or_reference
b1_1908,Phantasie,die,-n,,B1,noun,yes,yes,yes,multiple_forms,70,"die Phantasie/Fantasie, -n",
b1_1911,Pilz,der,-e,,B1,noun,yes,yes,yes,regional_variant,70,"der Pilz, -e →",regional_variant_or_reference
b1_1927,in Pension gehen/sein (D,,,,B1,phrase,yes,no,yes,multi_word_expression; multiple_forms,70,"in Pension gehen/sein (D,",
b1_1928,pensioniert werden/sein,,,,B1,phrase,yes,no,yes,multi_word_expression; multiple_forms,70,pensioniert werden/sein,
b1_1930,Pensionistin,,,,B1,other,yes,no,yes,regional_variant,70,"Pensionistin, -nen (A) →D,",regional_variant_or_reference
b1_1933,Perron,der,-s (CH),,B1,noun,yes,yes,yes,regional_variant,70,"der Perron, -s (CH) →D, A:",regional_variant_or_reference
b1_1937,Personalien,die,,,B1,noun,yes,yes,yes,multi_word_expression,70,die Personalien (Pl.),
b1_1938,Personenstand,der,A:,,B1,noun,yes,yes,yes,regional_variant,70,"der Personenstand →D, A:",regional_variant_or_reference
b1_1941,Pfanne,die,-n (CH),,B1,noun,yes,yes,yes,regional_variant,70,"die Pfanne, -n (CH) →D, A:",regional_variant_or_reference
b1_1967,Pommes frites,die,,,B1,noun,yes,yes,yes,multi_word_expression,71,die Pommes frites (Pl.),
b1_1969,Portemonnaie,das,,,B1,noun,yes,yes,yes,multiple_forms,71,das Portemonnaie/Port-,
b1_1970,monee,,,,B1,adjective/adverb/other,yes,no,yes,regional_variant,71,"monee, -s (D, CH) →Brief-",regional_variant_or_reference
b1_1971,tasche; A: Geldbörse,,,,B1,phrase,yes,no,yes,multi_word_expression,71,tasche; A: Geldbörse,
b1_1978,lerin,,,,B1,adjective/adverb/other,yes,no,yes,regional_variant,71,"lerin, -nen (CH) →",regional_variant_or_reference
b1_1980,Poulet,das,-s (CH),,B1,noun,yes,yes,yes,regional_variant,71,"das Poulet, -s (CH) →D:",regional_variant_or_reference
b1_1981,Hähnchen/Hühnchen; A:,,,,B1,phrase,yes,no,yes,multi_word_expression; multiple_forms,71,Hähnchen/Hühnchen; A:,
b1_1988,Quartier,das,-e (CH),,B1,noun,yes,yes,yes,regional_variant,72,"das Quartier, -e (CH) →D,",regional_variant_or_reference
b1_1994,Fahrrad; CH: Velo,,,,B1,phrase,yes,no,yes,multi_word_expression,72,Fahrrad; CH: Velo,
b1_1998,Rahm,der,,,B1,noun,yes,yes,yes,regional_variant,72,der (Schlag-)Rahm (CH) →,regional_variant_or_reference
b1_2048,rauf/rauf-,,,,B1,word_part,review,no,yes,multiple_forms,73,rauf/rauf-,word_part_or_prefix
b1_2049,raus/raus-,,,,B1,word_part,review,no,yes,multiple_forms,73,raus/raus-,word_part_or_prefix
b1_2063,recht-,,,,B1,word_part,review,no,no,,73,recht-,word_part_or_prefix
b1_2075,Rezeption,die,-,,B1,noun,yes,yes,yes,multiple_forms,74,"die Rezeption/Reception, -",
b1_2099,Rente,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,74,"die Rente, -n (D, CH) →A,",regional_variant_or_reference
b1_2100,in Rente gehen/sein,,,,B1,phrase,yes,no,yes,multi_word_expression; multiple_forms; regional_variant,74,in Rente gehen/sein (D) →,regional_variant_or_reference
b1_2111,Sahne,die,,,B1,noun,yes,yes,yes,regional_variant,75,die (Schlag-)Sahne (D) →,regional_variant_or_reference
b1_2124,Rohr,das,-e (A),,B1,noun,yes,yes,yes,regional_variant,75,"das (Back-)Rohr, -e (A) →",regional_variant_or_reference
b1_2129,rück-,,,,B1,word_part,review,no,no,,75,rück-,word_part_or_prefix
b1_2135,Rüebli,das,- (CH),,B1,noun,yes,yes,yes,regional_variant,75,"das Rüebli, - (CH) →",regional_variant_or_reference
b1_2136,Karotte; D: Möhre,,,,B1,phrase,yes,no,yes,multi_word_expression,75,Karotte; D: Möhre,
b1_2148,sich scheiden lassen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,76,"sich scheiden lassen, lässt",reflexive
b1_2214,Schulden,die,,,B1,noun,yes,yes,yes,multi_word_expression,78,die Schulden (Pl.),
b1_2217,Schularbeit,die,-en (A),,B1,noun,yes,yes,yes,regional_variant,78,"die Schularbeit, -en (A) →",regional_variant_or_reference
b1_2230,Schrank,der,"¨-e (D, CH)",,B1,noun,yes,yes,yes,regional_variant,78,"der Schrank, ¨-e (D, CH) →",regional_variant_or_reference
b1_2244,selb-,,,,B1,word_part,review,no,no,,79,selb-,word_part_or_prefix
b1_2251,Schwammerl,das,-n (A),,B1,noun,yes,yes,yes,regional_variant,79,"das Schwammerl, -n (A) →",regional_variant_or_reference
b1_2258,Schwieger-,,,,B1,word_part,review,no,no,,79,Schwieger-,word_part_or_prefix
b1_2266,Nordsee,die,,,B1,noun,yes,yes,yes,multiple_forms,79,die Nord-/Ostsee,
b1_2281,Ski,der,-er/-,,B1,noun,yes,yes,yes,multiple_forms,80,"der Ski/Schi, -er/-",
b1_2288,Semmel,die,-n (A),,B1,noun,yes,yes,yes,regional_variant,80,"die Semmel, -n (A) →D:",regional_variant_or_reference
b1_2289,Brötchen; CH: Brötli,,,,B1,phrase,yes,no,yes,multi_word_expression,80,Brötchen; CH: Brötli,
b1_2293,Senioren,die,,,B1,noun,yes,yes,yes,multi_word_expression,80,die Senioren (Pl.),
b1_2299,n,,,,B1,adjective/adverb/other,yes,no,yes,regional_variant,80,"n (CH) →Kellner; D, A:",regional_variant_or_reference
b1_2301,Sessel,der,"- (D, CH)",,B1,noun,yes,yes,yes,regional_variant,80,"der Sessel, - (D, CH) →A,",regional_variant_or_reference
b1_2308,so viel/so viel wie,,,,B1,phrase,yes,no,yes,multi_word_expression; multiple_forms,81,so viel/so viel wie,
b1_2310,sowohl … als auch,,,,B1,phrase,yes,no,yes,multi_word_expression,81,sowohl … als auch,
b1_2320,spazieren gehen,,,,B1,verb,yes,no,yes,multi_word_expression,81,"spazieren gehen, geht",
b1_2327,sogenannt-,,,,B1,word_part,review,no,no,,81,sogenannt-,word_part_or_prefix
b1_2331,solch-,,,,B1,word_part,review,no,no,,81,solch-,word_part_or_prefix
b1_2333,Sonder-,,,,B1,word_part,review,no,no,,81,Sonder-,word_part_or_prefix
b1_2341,Sauce,die,-n,,B1,noun,yes,yes,yes,multiple_forms,81,"die Soße/Sauce, -n",
b1_2342,Sprechstunde,die,-n,,B1,noun,yes,yes,yes,regional_variant,82,"die Sprechstunde, -n →A:",regional_variant_or_reference
b1_2358,Speise-/-speise,,,,B1,other,yes,no,yes,multiple_forms,82,"Speise-/-speise, -n",
b1_2361,Spezial-,,,,B1,word_part,review,no,no,,82,Spezial-,word_part_or_prefix
b1_2399,Stiege,die,-n (A),,B1,noun,yes,yes,yes,regional_variant,83,"die Stiege, -n (A) →D, CH:",regional_variant_or_reference
b1_2407,stattfinden,,,,B1,verb,yes,no,yes,separable_verb,83,"stattfinden, findet statt,",
b1_2416,stehen bleiben,,,,B1,phrase,yes,no,yes,multi_word_expression,83,stehen bleiben,
b1_2419,Streichholz,das,¨-er,,B1,noun,yes,yes,yes,regional_variant,84,"das Streichholz, ¨-er →",regional_variant_or_reference
b1_2420,Zündholz; A: Zünder,,,,B1,phrase,yes,no,yes,multi_word_expression,84,Zündholz; A: Zünder,
b1_2428,Stück,das,-e,,B1,noun,yes,yes,yes,multiple_forms,84,"das Stück/-stück, -e",
b1_2444,Stock,der,CH: Etage,,B1,noun,yes,yes,yes,regional_variant,84,"der Stock →D, CH: Etage",regional_variant_or_reference
b1_2456,A),,,,B1,other,yes,no,yes,regional_variant,84,A) →CH: Tram,regional_variant_or_reference
b1_2527,Tee ziehen lassen,,,,B1,phrase,yes,no,yes,multi_word_expression,86,Tee ziehen lassen,
b1_2532,teilnehmen,,,,B1,verb,yes,no,yes,separable_verb,86,"teilnehmen, nimmt teil,",
b1_2544,Tram,das,-s,,B1,noun,yes,yes,yes,regional_variant,87,"das Tram, -s →D,",regional_variant_or_reference
b1_2551,Traum-,,,,B1,word_part,review,no,no,,87,Traum-,word_part_or_prefix
b1_2557,getrennt leben,,,,B1,phrase,yes,no,yes,multi_word_expression,87,getrennt leben,
b1_2570,Tomate,die,-n,,B1,noun,yes,yes,yes,regional_variant,87,"die Tomate, -n →A: Pa-",regional_variant_or_reference
b1_2572,Topf,der,"¨-e (D, A)",,B1,noun,yes,yes,yes,regional_variant,87,"der Topf, ¨-e (D, A) →CH:",regional_variant_or_reference
b1_2594,Treppe,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,88,"die Treppe, -n (D, CH) →A:",regional_variant_or_reference
b1_2597,CH),,,,B1,other,yes,no,yes,regional_variant,88,CH) →A: Stiegenhaus,regional_variant_or_reference
b1_2604,Tropfen,die,,,B1,noun,yes,yes,yes,multi_word_expression,88,die Tropfen (Pl.),
b1_2605,Trottoir,das,-s (CH),,B1,noun,yes,yes,yes,regional_variant,88,"das Trottoir, -s (CH) →",regional_variant_or_reference
b1_2606,Gehsteig (D,,,,B1,phrase,yes,no,yes,multi_word_expression,88,"Gehsteig (D, A)",
b1_2622,um … zu,,,,B1,phrase,yes,no,yes,multi_word_expression,89,um … zu,
b1_2625,umgehen,,,,B1,verb,yes,no,yes,separable_verb,89,"umgehen, geht um,",
b1_2645,über-,,,,B1,word_part,review,no,no,,89,über-,word_part_or_prefix
b1_2652,unter-,,,,B1,word_part,review,no,no,,90,unter-,word_part_or_prefix
b1_2656,Unterlagen,die,,,B1,noun,yes,yes,yes,multi_word_expression,90,die Unterlagen (Pl.),
b1_2666,umsteigen,,,,B1,verb,yes,no,yes,separable_verb,90,"umsteigen, steigt um,",
b1_2667,umtauschen,,,,B1,verb,yes,no,yes,separable_verb,90,"umtauschen, tauscht um,",
b1_2673,umziehen,,,,B1,verb,yes,no,yes,separable_verb,90,"umziehen, zieht um, zog",
b1_2675,sich umziehen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,90,"sich umziehen, zieht sich",reflexive
b1_2676,un-,,,,B1,word_part,review,no,no,,90,un-,word_part_or_prefix
b1_2685,Mein Sohn studiert an der Universität.,,,,B1,phrase,yes,no,yes,multi_word_expression,90,Mein Sohn studiert an der Universität.,
b1_2689,Velo,das,-s (CH),,B1,noun,yes,yes,yes,regional_variant,91,"das Velo, -s (CH) →",regional_variant_or_reference
b1_2690,Fahrrad; D,,,,B1,phrase,yes,no,yes,multi_word_expression,91,"Fahrrad; D, A: Rad",
b1_2711,Urlaub,der,"-e (D, A)",,B1,noun,yes,yes,yes,regional_variant,91,"der Urlaub, -e (D, A) →CH:",regional_variant_or_reference
b1_2717,Hast du eine Vase für die Blumen?,,,,B1,phrase,yes,no,yes,multi_word_expression,91,Hast du eine Vase für die Blumen?,
b1_2722,sich verhalten,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,92,"sich verhalten, verhält",reflexive
b1_2751,sich vergnügen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,92,"sich vergnügen, vergnügt",reflexive
b1_2769,sich verlaufen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,93,"sich verlaufen,",reflexive
b1_2771,sich verlieben,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,93,"sich verlieben, verliebt",reflexive
b1_2794,viel/viele,,,,B1,adjective/adverb/other,yes,no,yes,multiple_forms,94,viel/viele,
b1_2796,Viertel,das,"- (D, A)",,B1,noun,yes,yes,yes,regional_variant,94,"das Viertel, - (D, A) →CH:",regional_variant_or_reference
b1_2826,vorlesen,,,,B1,verb,yes,no,yes,separable_verb,95,"vorlesen, liest vor,",
b1_2828,vorschlagen,,,,B1,verb,yes,no,yes,separable_verb,95,"vorschlagen, schlägt vor,",
b1_2843,vor allem,,,,B1,phrase,yes,no,yes,multi_word_expression,95,vor allem,
b1_2847,vorbei/vorbei-,,,,B1,word_part,review,no,yes,multiple_forms,95,vorbei/vorbei-,word_part_or_prefix
b1_2849,vorder-,,,,B1,word_part,review,no,no,,95,vorder-,word_part_or_prefix
b1_2852,vorhaben,,,,B1,verb,yes,no,yes,separable_verb,95,"vorhaben, hat vor,",
b1_2855,vorkommen,,,,B1,verb,yes,no,yes,separable_verb,95,"vorkommen, kommt vor,",
b1_2864,was für ein-,,,,B1,phrase,yes,no,yes,multi_word_expression,96,was für ein-,
b1_2888,wenig/wenige,,,,B1,adjective/adverb/other,yes,no,yes,multiple_forms,97,wenig/wenige,
b1_2903,weder … noch,,,,B1,phrase,yes,no,yes,multi_word_expression,97,weder … noch,
b1_2905,weg/weg-,,,,B1,word_part,review,no,yes,multiple_forms,97,weg/weg-,word_part_or_prefix
b1_2910,sich weigern,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,97,"sich weigern, weigert sich,",reflexive
b1_2916,weiter/weiter-,,,,B1,word_part,review,no,yes,multiple_forms,97,weiter/weiter-,word_part_or_prefix
b1_2920,wie viel(e),,,,B1,phrase,yes,no,yes,multi_word_expression,98,wie viel(e),
b1_2949,wieder/wieder-,,,,B1,word_part,review,no,yes,multiple_forms,98,wieder/wieder-,word_part_or_prefix
b1_2957,sich wundern,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,99,"sich wundern,",reflexive
b1_2968,Zahncreme,die,,,B1,noun,yes,yes,yes,multiple_forms,99,die Zahncreme/-pasta,
b1_2993,Zinsen,die,,,B1,noun,yes,yes,yes,multi_word_expression,100,die Zinsen (nur Pl.),
b1_2996,Zivilstand,der,,,B1,noun,yes,yes,yes,regional_variant,100,der Zivilstand (CH) →Per-,regional_variant_or_reference
b1_2997,sonenstand; D,,,,B1,phrase,yes,no,yes,multi_word_expression,100,"sonenstand; D, A: Fami-",
b1_3003,zubereiten,,,,B1,verb,yes,no,yes,separable_verb,100,"zubereiten, bereitet zu,",
b1_3023,Zeug,das,,,B1,noun,yes,yes,yes,multiple_forms,100,das Zeug/-zeug,
b1_3026,Zünder,die,,,B1,noun,yes,yes,yes,multi_word_expression; regional_variant,101,die Zünder (A) (Pl.) →,regional_variant_or_reference
b1_3027,Streichholz; Zündholz,,,,B1,phrase,yes,no,yes,multi_word_expression,101,Streichholz; Zündholz,
b1_3028,Zündholz,das,¨-er,,B1,noun,yes,yes,yes,regional_variant,101,"das Zündholz, ¨-er →Stre-",regional_variant_or_reference
b1_3029,ichholz; A: Zünder,,,,B1,phrase,yes,no,yes,multi_word_expression,101,ichholz; A: Zünder,
b1_3030,zunehmen,,,,B1,verb,yes,no,yes,separable_verb,101,"zunehmen, nimmt zu,",
b1_3032,zurück/zurück-,,,,B1,word_part,review,no,yes,multiple_forms,101,zurück/zurück-,word_part_or_prefix
b1_3033,zusagen,,,,B1,verb,yes,no,yes,separable_verb,101,"zusagen, sagt zu, sagte zu,",
b1_3034,zusammen/zusammen-,,,,B1,word_part,review,no,yes,multiple_forms,101,zusammen/zusammen-,word_part_or_prefix
b1_3049,zugehen,,,,B1,verb,yes,no,yes,separable_verb,101,"zugehen, geht zu, ging zu,",
b1_3051,zuhören,,,,B1,verb,yes,no,yes,separable_verb,101,"zuhören, hört zu,",
b1_3056,zumachen,,,,B1,verb,yes,no,yes,separable_verb,101,"zumachen, macht zu,",
b1_3064,zu sein,,,,B1,phrase,yes,no,yes,multi_word_expression,102,"zu sein, ist zu, war zu, ist",
b1_3067,zustimmen,,,,B1,verb,yes,no,yes,separable_verb,102,"zustimmen, stimmt zu,",
b1_3069,Zutaten,die,,,B1,noun,yes,yes,yes,multi_word_expression,102,die Zutaten (Pl.),
b1_3071,Zvieri/Znüni,der,-s,,B1,noun,yes,yes,yes,multiple_forms,102,"der Zvieri/Znüni, -s",
